,show_id,title,country,release_year,is_adult,duration,description
4625,s6916,Hangman,United States,2017,R,99,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman."
4626,s6917,Hank: Five Years from the Brink,United States,2013,TV-14,86,"From Joe Berlinger, director of the ""Paradise Lost"" trilogy, comes this documentary about controversial former U.S. Treasury Secretary Henry Paulson."
4627,s6919,Hans Zimmer: Live in Prague,United Kingdom,2017,TV-G,138,"In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague."
4628,s6921,Happy Hunting,United States,2017,TV-MA,91,"On the run from his meth-dealing employers, a drifter with a drinking problem becomes prey in a desert town's twisted hunting contest."
4629,s6922,Happy Times,Mexico,2014,NR,79,"Desperate to break up with his clingy girlfriend, a nerdy cartoonist hires a mysterious agency to do the deed. But the agency has unusual methods."
4630,s6925,Hard Tide,United Kingdom,2015,TV-MA,79,A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.
4631,s6926,Hardcore Henry,Russia,2015,R,96,"Shot entirely like a first-person shooter video game, this film tracks Henry, a cyborg racing to save his wife from a villain with paranormal powers."
4632,s6927,Harlem Globetrotters: The Team That Changed the World,Not Available,2005,TV-14,55,Relive the greatest moments of the Harlem Globetrotters with this documentary that chronicles the team's legendary 1948 defeat over the Minneapolis Lakers and their historic 1951 Berlin trip.
4633,s6928,Harold & Kumar Escape from Guantanamo Bay,United States,2008,R,101,Harold and Kumar jump on a plane to catch up with Harold's love interest but must change their plans when Kumar is accused of being a terrorist.
4634,s6929,Harold & Kumar Go to White Castle,United States,2004,R,88,Buddies Harold and Kumar set out to satisfy a stoner craving for hamburgers but end up on an epic journey when they can't find White Castle.
4635,s6930,Harold and Lillian: A Hollywood Love Story,United States,2015,TV-14,95,"Storyboard artist Harold Michelson and his film researcher wife, Lillian, recall the influence they had on 60 years of Hollywood's biggest hits."
4636,s6932,Harriet the Spy: Blog Wars,United States,2010,TV-G,87,Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.
4637,s6934,Harry and Snowman,United States,2015,TV-PG,83,"With only a strong will and a cheap horse, a former agent of the Dutch underground in World War II sets out to become a champion show jumper."
4638,s6935,Harry Benson: Shoot First,United States,2016,NR,90,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities."
4639,s6937,Haseena Maan Jaayegi,India,1999,TV-PG,151,"A millionaire opens the door to comic complications when he punishes his spoiled sons for trying to make money through shady, get-rich-quick schemes."
4640,s6939,Haunters: The Art of the Scare,United States,2017,TV-MA,89,"This documentary takes us into the world of those who create horror simulations for willing audiences, and examines the culture they have spawned."
4641,s6940,Haunting on Fraternity Row,United States,2018,TV-MA,99,"When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history."
4642,s6941,Have You Seen the Listers?,Australia,2017,TV-MA,86,This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships.
4643,s6943,Havenhurst,United States,2016,TV-MA,85,"An alcoholic with a tragic past rents an apartment in a building for those in recovery, but soon learns the truth about residents who get ""evicted."""
4644,s6944,Haywire,Ireland,2011,R,93,A last-minute mission in Dublin turns deadly for stunning secret operative Mallory Kane when she realizes she's been betrayed.
4645,s6945,He Named Me Malala,United States,2015,PG-13,89,"This documentary tells the story of a teenage Pakistani girl shot for her advocacy of women's education, her survival, and her continued efforts."
4646,s6946,He's Out There,United States,2018,R,89,"While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath."
4647,s6947,Head Count,United States,2018,TV-MA,90,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.
4648,s6948,Head On,Australia,1998,TV-MA,104,"This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey."
4649,s6949,Heal,United States,2017,TV-14,107,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health."
4650,s6950,Heartbreakers,United States,2001,PG-13,124,"In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it."
4651,s6951,Heartthrob,United States,2017,TV-MA,87,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones."
4652,s6953,Hedgehogs,United States,2016,PG,94,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat."
4653,s6955,Hell and Back,United States,2015,R,86,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld."
4654,s6957,Hell or High Water,United States,2016,R,102,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit."
4655,s6958,Hellboy,United States,2004,PG-13,122,"This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world."
4656,s6959,Her,United States,2013,R,126,Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.
4657,s6960,Her Only Choice,United States,2018,TV-14,87,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.
4658,s6961,Hera Pheri,India,1976,TV-14,156,The bond between two crooks and best friends is threatened when one learns that the other's father had a hand in his own tragic past.
4659,s6962,Here Alone,United States,2016,TV-MA,97,"When she finally encounters two other survivors, a woman alone in a world decimated by a zombie epidemic struggles to trust her new companions."
4660,s6963,Hero,Hong Kong,1997,TV-MA,89,"A pugilist from Shantung struggles to rise to the top of the Shanghai triad ladder, where his stellar martial arts talents can shine."
4661,s6965,Hickok,United States,2017,TV-MA,88,"While serving as the marshal of rowdy Abilene, Kansas, ""Wild Bill"" Hickok uses guns and gall to tidy up the lawless frontier town."
4662,s6967,Hide & Seek,India,2010,TV-14,96,"Years after an accident at a wild Christmas party traumatized them all, six former friends find themselves trapped in a shopping mall and forced by a killer disguised as Santa Claus to play a lethal game of hide-and-seek."
4663,s6968,Hide and Seek,China,2016,TV-14,104,"While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime."
4664,s6969,Highly Strung,Australia,2015,TV-14,80,"Fiery passions take center stage in this intimate look at the Australian String Quartet and, perhaps more vital, the priceless instruments they guard."
4665,s6973,Hiroshima: The Real History,United Kingdom,2015,TV-PG,95,This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.
4666,s6974,Hisss,India,2010,TV-MA,97,"In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover."
4667,s6976,History of Joy,India,2017,TV-14,118,The life of a high-flying law student takes a drastic turn when a bout of misfortune changes his status in society for good.
4668,s6978,Hitch,United States,2005,PG-13,118,"Smooth and sexy Hitch helps clients make a great first impression on a date, but he's thrown when a lovely reporter starts nosing around his business."
4669,s6979,Hitler's Olympics,United Kingdom,2016,TV-PG,44,"Hitler, Nazi propaganda and 1936 Berlin Olympics are put under the microscope to uncover hidden truths and the historical legacy of those games."
4670,s6980,Hitler's Steel Beast,France,2017,TV-14,54,"Trace the history of Hitler's armored private train, a 15-car mobile headquarters boasting state-of-the-art communications and anti-aircraft cannons."
4671,s6981,Ho Mann Jahaan,Pakistan,2015,TV-PG,170,"Three friends in modern-day Karachi navigate their post-college lives, while struggling to balance their passion for music with familial obligations."
4672,s6983,Hokkabaz,Turkey,2006,TV-MA,118,"Trying to resurrect his career, not-so-talented magician Iskender goes on tour, but things get iffy when one of his illusions works a little too well."
4673,s6984,Holding the Man,Australia,2015,TV-MA,128,"In 1970s Australia, two teen boys fall in love with each other and defeat obstacles to their 15-year relationship, until a new crisis comes their way."
4674,s6985,Holidays,United States,2016,TV-MA,106,"Eight gleefully grim short tales set on Halloween, Mother's Day, St. Patrick's Day and other holidays comprise this chilling horror anthology."
