,show_id,title,country,release_year,is_adult,num_seasons,description,num_episodes
2051,s5772,Murphy's Law of Love,Taiwan,2015,TV-PG,1,An online matchmaker who's convinced she's living under a curse finds her theories on life and love tested when she meets a shrewd divorce expert.,22
2052,s5775,Old Money,United States,2015,TV-MA,1,"Backstabbing, blackmail and revenge consume the dysfunctional family of a wealthy patriarch as they compete to find him a new liver at all costs.",19
2053,s5778,Someone Like You,Taiwan,2015,TV-14,1,"After losing his sight and his fiancee in an accident, a man hires a caregiver who mysteriously sounds – and looks – just like his late girlfriend.",16
2054,s5782,When I See You Again,Taiwan,2015,TV-14,1,"On a visit to his hometown, a rich bachelor seeks revenge on the woman who broke his heart 10 years ago. But his plan doesn't go as expected.",18
2055,s5786,VeggieTales in the House,United States,2016,TV-Y,4,"Bob the Tomato, Larry the Cucumber and their Veggie pals venture beyond the kitchen counter in these playful adventures with Christian themes.",13
2056,s5800,Chef's Table: France,Not Available,2016,TV-14,1,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,17
2057,s5801,Kulipari: An Army of Frogs,United States,2016,TV-Y7,1,"In a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians.",18
2058,s5802,Conspiracy,United Kingdom,2015,TV-14,1,"Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues.",17
2059,s5803,Dead Set,United Kingdom,2008,TV-MA,1,"While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound.",22
2060,s5804,Forensic Files,United States,2011,TV-MA,9,Detectives and crime lab technicians use the latest and most fascinating procedures to solve crimes in this documentary-style show.,22
2061,s5806,The Fierce Wife,Taiwan,2010,TV-MA,1,Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.,18
2062,s5807,Witches: A Century of Murder,United Kingdom,2015,TV-14,1,"Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin.",19
2063,s5808,Glitter Force,Japan,2016,TV-Y7,2,Five preteen girls learn they're a legendary superhero squad known as the Glitter Force. Their mission? To defend Earth from evil fairy-tale villains.,19
2064,s5812,Behind Enemy Lines,United States,2001,TV-14,1,"After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics.",18
2065,s5813,Caught on Camera,United Kingdom,2015,TV-MA,3,"Nick Wallis presents crimes caught on CCTV, cell phones and other devices and reveals how investigators use the recordings to solve tough cases.",22
2066,s5823,Cocaine,United Kingdom,2005,TV-14,1,"Three films chronicle the cocaine trade's sweeping impact on the citizens of Peru, Brazil and Colombia, from poor farmers to powerful drug lords.",19
2067,s5824,Edge of the Universe,United Kingdom,2008,TV-G,1,"Leading astronomers reveal the latest discoveries about death-trap planets, asteroids, comets and other wonders of the cosmos.",14
2068,s5826,La Esclava Blanca,Colombia,2016,TV-MA,1,"In Colombia in 1821, a white orphan is taken in by black slaves. Years after being torn from them, she returns to find her family and childhood love.",18
2069,s5828,LEGO Bionicle: The Journey to One,United States,2016,TV-Y7,2,Six legendary heroes find themselves on an epic quest as they harness the power of nature's elements to defeat the forces of evil.,18
2070,s5830,Popples,United States,2016,TV-Y,3,"The adorable Best Popple Pals love helping their friends and neighbors, but every time they do it seems to backfire in hilarious ways.",13
2071,s5835,Kuromukuro,Japan,2016,TV-14,2,"When mecha attack a research center, its students, pilots, and researchers must fight back with the help of mysterious artifacts and a young samurai.",17
2072,s5837,Marco Polo,United States,2016,TV-MA,2,"Set in a world of greed, betrayal, sexual intrigue and rivalry, “Marco Polo” is based on the famed explorer’s adventures in Kublai Khan’s court.",21
2073,s5839,Justin Time GO!,Not Available,2016,TV-Y,1,"A young boy's imagination takes him throughout the world and history, where he learns life lessons and has tons of fun with two make-believe friends.",12
2074,s5844,Hibana: Spark,Japan,2016,TV-MA,1,A dramatic series about friendship and conflict between two comedians who search for meaning in life and comedy. Based on the prize-winning book.,15
2075,s5845,72 Cutest Animals,Australia,2016,TV-PG,1,This series examines the nature of cuteness and how adorability helps some animal species to survive and thrive in a variety of environments.,16
2076,s5846,72 Dangerous Places to Live,Australia,2016,TV-PG,1,"Get up close and personal with avalanches, fiery volcanoes and other natural cataclysms, and learn why some choose to live in their destructive paths.",12
2077,s5854,Cyborg 009 VS Devilman,Japan,2015,TV-MA,1,"When a Black Ghost scientist releases newly modified cyborgs and mysterious demons appear in Tokyo, the worlds of ""Devilman"" and ""Cyborg 009"" meet.",19
2078,s5856,Justin Time,Canada,2012,TV-Y,2,"In Justin's dreams, he and his imaginary friends Olive and Squidgy travel around the world learning about nature and other cultures.",17
2079,s5857,Terrace House: Boys & Girls in the City,Japan,2016,TV-14,2,"A new set of six men and women start their lives together under one roof. All they get is a fabulous home and a car. As always, there is no script.",14
2080,s5863,Netflix Presents: The Characters,United States,2016,TV-MA,1,We asked eight up-and-coming comedians for their wildest sketch and improv routines – and got a new comedy series unlike anything else.,19
2081,s5864,Your lie in April,Japan,2014,TV-14,1,"After his mother's death, a piano prodigy's will to play disappears. But meeting a free-spirited girl who plays the violin turns his life around.",19
2082,s5867,Cooked,United States,2016,TV-14,1,"As he tries his hand at baking, brewing and braising, acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world.",15
2083,s5868,Care Bears & Cousins,United States,2016,TV-Y,2,"The whole huggable gang is back, bringing tales of caring and sharing to a new generation. And now the Care Bear Cousins are here to join the fun!",16
2084,s5870,Turbo FAST,United States,2016,TV-Y7,3,"Join Turbo and his posse, the Fast Action Stunt Team. Filled with comedy, action and fun, this series amps it up to the extreme.",14
2085,s5871,Masha's Tales,Not Available,2012,TV-Y,1,"Fairy tales get a funny twist when Masha retells them, because she tends to get the details just a little jumbled up in this animated kids' series.",15
2086,s5872,Chelsea Does,United States,2016,TV-MA,1,"In a provocative documentary series, comedian Chelsea Handler confronts personal and cultural hang-ups around four topics that fascinate her.",18
2087,s5878,Sammy & Co,France,2014,TV-Y,1,"In an underwater village bordering a tropical island, two young turtles and their pals keep their home safe and enjoy adventures in the big, wild sea.",18
2088,s5883,Atelier,Japan,2015,TV-PG,1,"A young ""fabric geek"" lands a job at an upscale Japanese lingerie company – and quickly discovers she'll need help to survive.",17
2089,s5886,W/ Bob & David,United States,2015,TV-MA,1,"After being dishonorably discharged from the Navy Seals, Bob and David are back serving our country the way they do best – making sketch comedy.",16
2090,s5889,Hemlock Grove,United States,2015,TV-MA,3,"Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight.",18
2091,s5896,Wakfu: The Quest for the Six Eliatrope Dofus,Not Available,2014,TV-PG,1,"Six years after Yugo and his team defeat Qilby, Ogrest's crying floods Amalia's kingdom. To stop him, they must find the six missing Eliatrope Dofus.",22
2092,s5901,Wet Hot American Summer,United States,2015,TV-MA,1,"It's the first day of camp in this outrageous prequel to the hilarious 2001 cult classic movie. And at Camp Firewood, anything can happen.",21
2093,s5903,H2O: Mermaid Adventures,Germany,2015,TV-Y7,2,Three high school friends who turn into mermaids whenever they touch water have undersea adventures while keeping their new life a secret.,12
2094,s5909,Danger Mouse: Classic Collection,United Kingdom,1992,TV-Y,10,"Follow the adventures of superspy Danger Mouse and his bumbling sidekick, Penfold, as they jet around the world foiling their enemies' evil plots.",21
2095,s5915,Oscar's Oasis,France,2011,TV-Y,1,"Plucky lizard Oscar spends his time trying to avoid the hazards of the desert, including marauding chickens and bumbling adversaries.",12
2096,s5923,Lilyhammer,Norway,2014,TV-MA,3,"After testifying against the Mafia, ex-gangster Frank Tagliano enters witness protection and asks to be sent to Norway.",19
2097,s5924,Goosebumps,Canada,1998,TV-G,5,R.L. Stine's tales take on a life of their own in a series that combines original stories with adaptations drawn from the popular books.,19
2098,s5934,The Borgias,United States,2013,TV-MA,3,"Follow the lives of the notorious Borgia family, a clan headed by plotting patriarch Rodrigo and his beautiful but treacherous daughter, Lucrezia.",16
2099,s5940,The 4400,United States,2007,TV-14,4,"4400 people who vanished over the course of five decades suddenly reappear. None have aged, and slowly it's revealed that they have mysterious powers.",21
2100,s5941,Breaking Bad,United States,2013,TV-MA,5,A high school chemistry teacher dying of cancer teams with a former student to secure his family's future by manufacturing and selling crystal meth.,16
2101,s5965,Feb-09,Not Available,2018,TV-14,1,"As a psychology professor faces Alzheimer's, his daughter and her three close female friends experience romance, marriage, heartbreak and tragedy.",17
2102,s5975,แผนร้ายนายเจ้าเล่ห์,Not Available,2016,TV-14,1,"When two brothers fall for two sisters, they quickly realize the age differences between them are too big to ignore.",12
2103,s5979,Şubat,Turkey,2013,TV-MA,1,"An orphan subjected to tests that gave him superpowers is rescued and raised on Istanbul's streets, where he falls for a reporter linked to his past.",17
2104,s5985,100% Hotter,United Kingdom,2017,TV-14,1,"A stylist, a hair designer and a makeup artist team up to give Britain's biggest fashion disasters some much-needed makeunders.",18
